GEOID10,Tot_2008_pres,Dem_2008_pres,Rep_2008_pres,Tot_2016_ag,Dem_2016_ag,Rep_2016_ag,Tot_2016_pres,Dem_2016_pres,Rep_2016_pres,Tot_2016_sen,Dem_2016_sen,Rep_2016_sen,Tot_2016_gov,Dem_2016_gov,Rep_2016_gov
410510015002,658,552,93,0,0,0,0,0,0,0,0,0,0,0,0
410510015003,521,436,76,0,0,0,0,0,0,0,0,0,0,0,0
410510016011,467,374,83,0,0,0,0,0,0,0,0,0,0,0,0
410510016012,426,341,76,0,0,0,0,0,0,0,0,0,0,0,0
410510016013,628,504,111,0,0,0,0,0,0,0,0,0,0,0,0
410510016014,988,826,144,0,0,0,0,0,0,0,0,0,0,0,0
410510016015,447,361,76,0,0,0,0,0,0,0,0,0,0,0,0
410510016016,534,442,82,0,0,0,0,0,0,0,0,0,0,0,0
410510016021,401,280,112,0,0,0,0,0,0,0,0,0,0,0,0
410510016022,440,313,118,0,0,0,0,0,0,0,0,0,0,0,0
410510016023,419,310,99,0,0,0,0,0,0,0,0,0,0,0,0
410510016024,366,256,102,0,0,0,0,0,0,0,0,0,0,0,0
410510017011,347,287,52,0,0,0,0,0,0,0,0,0,0,0,0
410510017012,729,603,110,0,0,0,0,0,0,0,0,0,0,0,0
410510017013,437,361,66,0,0,0,0,0,0,0,0,0,0,0,0
410510017014,440,356,75,0,0,0,0,0,0,0,0,0,0,0,0
410510017015,613,506,93,0,0,0,0,0,0,0,0,0,0,0,0
410510017016,425,351,64,0,0,0,0,0,0,0,0,0,0,0,0
410510017017,717,597,104,0,0,0,0,0,0,0,0,0,0,0,0
410510017021,794,555,222,0,0,0,0,0,0,0,0,0,0,0,0
410510017022,397,278,111,0,0,0,0,0,0,0,0,0,0,0,0
410510017023,500,349,140,0,0,0,0,0,0,0,0,0,0,0,0
410510018011,731,623,93,0,0,0,0,0,0,0,0,0,0,0,0
410510018012,741,616,108,0,0,0,0,0,0,0,0,0,0,0,0
410510018013,920,784,116,0,0,0,0,0,0,0,0,0,0,0,0
410510018021,1207,1019,162,0,0,0,0,0,0,0,0,0,0,0,0
410510018022,876,760,99,0,0,0,0,0,0,0,0,0,0,0,0
410510019001,826,707,110,0,0,0,0,0,0,0,0,0,0,0,0
410510019002,787,673,106,0,0,0,0,0,0,0,0,0,0,0,0
410510019003,745,637,101,0,0,0,0,0,0,0,0,0,0,0,0
410510019004,1034,885,139,0,0,0,0,0,0,0,0,0,0,0,0
410510020001,633,585,34,0,0,0,0,0,0,0,0,0,0,0,0
410510020002,396,366,21,0,0,0,0,0,0,0,0,0,0,0,0
410510020003,828,758,53,0,0,0,0,0,0,0,0,0,0,0,0
410510020004,978,904,53,0,0,0,0,0,0,0,0,0,0,0,0
410510020005,897,829,49,0,0,0,0,0,0,0,0,0,0,0,0
410510021001,718,653,42,0,0,0,0,0,0,0,0,0,0,0,0
410510021002,843,767,49,0,0,0,0,0,0,0,0,0,0,0,0
410510022031,445,420,17,0,0,0,0,0,0,0,0,0,0,0,0
410510022032,441,416,17,0,0,0,0,0,0,0,0,0,0,0,0
410510022033,464,438,18,0,0,0,0,0,0,0,0,0,0,0,0
410510022034,590,525,53,0,0,0,0,0,0,0,0,0,0,0,0
410510023031,386,351,28,0,0,0,0,0,0,0,0,0,0,0,0
410510023032,908,808,81,0,0,0,0,0,0,0,0,0,0,0,0
410510024011,739,685,42,0,0,0,0,0,0,0,0,0,0,0,0
410510024012,424,384,32,0,0,0,0,0,0,0,0,0,0,0,0
410510024013,466,422,35,0,0,0,0,0,0,0,0,0,0,0,0
410510024021,736,655,66,0,0,0,0,0,0,0,0,0,0,0,0
410510024022,740,658,66,0,0,0,0,0,0,0,0,0,0,0,0
410510024023,646,574,58,0,0,0,0,0,0,0,0,0,0,0,0
410510025011,534,461,67,0,0,0,0,0,0,0,0,0,0,0,0
410510025012,619,535,78,0,0,0,0,0,0,0,0,0,0,0,0
410510025013,602,520,76,0,0,0,0,0,0,0,0,0,0,0,0
410510025014,445,403,35,0,0,0,0,0,0,0,0,0,0,0,0
410510025015,527,464,57,0,0,0,0,0,0,0,0,0,0,0,0
410510025016,465,409,50,0,0,0,0,0,0,0,0,0,0,0,0
410510025021,560,484,70,0,0,0,0,0,0,0,0,0,0,0,0
410510025022,561,508,44,0,0,0,0,0,0,0,0,0,0,0,0
410510025023,1037,940,81,0,0,0,0,0,0,0,0,0,0,0,0
410510025024,746,676,59,0,0,0,0,0,0,0,0,0,0,0,0
410510026001,639,557,76,0,0,0,0,0,0,0,0,0,0,0,0
410510026002,640,558,76,0,0,0,0,0,0,0,0,0,0,0,0
410510026003,599,523,71,0,0,0,0,0,0,0,0,0,0,0,0
410510027011,653,570,77,0,0,0,0,0,0,0,0,0,0,0,0
410510027012,797,694,95,0,0,0,0,0,0,0,0,0,0,0,0
410510027013,606,526,72,0,0,0,0,0,0,0,0,0,0,0,0
410510027021,730,629,88,0,0,0,0,0,0,0,0,0,0,0,0
410510027022,1003,858,122,0,0,0,0,0,0,0,0,0,0,0,0
410510028011,912,759,139,0,0,0,0,0,0,0,0,0,0,0,0
410510028012,876,740,119,0,0,0,0,0,0,0,0,0,0,0,0
410510028021,470,402,57,0,0,0,0,0,0,0,0,0,0,0,0
410510028022,597,510,73,0,0,0,0,0,0,0,0,0,0,0,0
410510028023,803,687,98,0,0,0,0,0,0,0,0,0,0,0,0
410510029011,484,376,98,0,0,0,0,0,0,0,0,0,0,0,0
410510029012,467,372,85,0,0,0,0,0,0,0,0,0,0,0,0
410510029013,579,479,89,0,0,0,0,0,0,0,0,0,0,0,0
410510029014,878,722,137,0,0,0,0,0,0,0,0,0,0,0,0
410510029021,454,352,92,0,0,0,0,0,0,0,0,0,0,0,0
410510029022,511,405,96,0,0,0,0,0,0,0,0,0,0,0,0
410510029023,517,430,79,0,0,0,0,0,0,0,0,0,0,0,0
410510029024,1046,871,159,0,0,0,0,0,0,0,0,0,0,0,0
410510029025,661,550,101,0,0,0,0,0,0,0,0,0,0,0,0
410510029031,895,618,261,0,0,0,0,0,0,0,0,0,0,0,0
410510029032,490,338,143,0,0,0,0,0,0,0,0,0,0,0,0
410510029033,527,364,153,0,0,0,0,0,0,0,0,0,0,0,0
410510029034,530,366,154,0,0,0,0,0,0,0,0,0,0,0,0
410510030001,745,667,57,0,0,0,0,0,0,0,0,0,0,0,0
410510030002,926,793,120,0,0,0,0,0,0,0,0,0,0,0,0
410510030003,603,501,90,0,0,0,0,0,0,0,0,0,0,0,0
410510030004,763,654,99,0,0,0,0,0,0,0,0,0,0,0,0
410510031001,890,797,71,0,0,0,0,0,0,0,0,0,0,0,0
410510031002,789,706,61,0,0,0,0,0,0,0,0,0,0,0,0
410510031003,765,656,99,0,0,0,0,0,0,0,0,0,0,0,0
410510031004,613,525,80,0,0,0,0,0,0,0,0,0,0,0,0
410510032001,649,581,51,0,0,0,0,0,0,0,0,0,0,0,0
410510032002,698,625,54,0,0,0,0,0,0,0,0,0,0,0,0
410510032003,491,455,28,0,0,0,0,0,0,0,0,0,0,0,0
410510032004,725,662,51,0,0,0,0,0,0,0,0,0,0,0,0
410510033011,703,651,37,0,0,0,0,0,0,0,0,0,0,0,0
410510033012,628,590,26,0,0,0,0,0,0,0,0,0,0,0,0
410510033013,618,581,26,0,0,0,0,0,0,0,0,0,0,0,0
410510033021,763,717,32,0,0,0,0,0,0,0,0,0,0,0,0
410510033022,1021,960,42,0,0,0,0,0,0,0,0,0,0,0,0
410510034011,350,325,17,0,0,0,0,0,0,0,0,0,0,0,0
410510034012,511,475,25,0,0,0,0,0,0,0,0,0,0,0,0
410510034013,370,344,18,0,0,0,0,0,0,0,0,0,0,0,0
410510034014,596,554,29,0,0,0,0,0,0,0,0,0,0,0,0
410510034021,652,614,26,0,0,0,0,0,0,0,0,0,0,0,0
410510034022,472,444,19,0,0,0,0,0,0,0,0,0,0,0,0
410510034023,697,656,28,0,0,0,0,0,0,0,0,0,0,0,0
410510035011,435,384,42,0,0,0,0,0,0,0,0,0,0,0,0
410510035012,613,541,60,0,0,0,0,0,0,0,0,0,0,0,0
410510035013,574,507,56,0,0,0,0,0,0,0,0,0,0,0,0
410510035014,488,453,24,0,0,0,0,0,0,0,0,0,0,0,0
410510035021,533,490,33,0,0,0,0,0,0,0,0,0,0,0,0
410510035022,713,629,70,0,0,0,0,0,0,0,0,0,0,0,0
410510036011,540,497,34,0,0,0,0,0,0,0,0,0,0,0,0
410510036012,827,767,45,0,0,0,0,0,0,0,0,0,0,0,0
410510036013,630,585,34,0,0,0,0,0,0,0,0,0,0,0,0
410510036014,566,525,31,0,0,0,0,0,0,0,0,0,0,0,0
410510036021,1081,970,92,0,0,0,0,0,0,0,0,0,0,0,0
410510036022,861,773,73,0,0,0,0,0,0,0,0,0,0,0,0
410510036023,901,812,73,0,0,0,0,0,0,0,0,0,0,0,0
410510036024,934,859,58,0,0,0,0,0,0,0,0,0,0,0,0
410510036031,430,387,36,0,0,0,0,0,0,0,0,0,0,0,0
410510036032,544,489,46,0,0,0,0,0,0,0,0,0,0,0,0
410510037011,691,622,57,0,0,0,0,0,0,0,0,0,0,0,0
410510037012,567,512,46,0,0,0,0,0,0,0,0,0,0,0,0
410510037013,799,721,65,0,0,0,0,0,0,0,0,0,0,0,0
410510037014,468,422,38,0,0,0,0,0,0,0,0,0,0,0,0
410510037021,414,373,34,0,0,0,0,0,0,0,0,0,0,0,0
410510037022,401,373,19,0,0,0,0,0,0,0,0,0,0,0,0
410510037023,563,518,34,0,0,0,0,0,0,0,0,0,0,0,0
410510038011,614,539,62,0,0,0,0,0,0,0,0,0,0,0,0
410510038012,390,334,46,0,0,0,0,0,0,0,0,0,0,0,0
410510038013,593,508,70,0,0,0,0,0,0,0,0,0,0,0,0
410510038021,678,596,69,0,0,0,0,0,0,0,0,0,0,0,0
410510038022,598,499,85,0,0,0,0,0,0,0,0,0,0,0,0
410510038023,534,446,76,0,0,0,0,0,0,0,0,0,0,0,0
410510038031,725,623,86,0,0,0,0,0,0,0,0,0,0,0,0
410510038032,745,669,61,0,0,0,0,0,0,0,0,0,0,0,0
410510038033,875,752,105,0,0,0,0,0,0,0,0,0,0,0,0
410510039011,688,590,81,0,0,0,0,0,0,0,0,0,0,0,0
410510039012,506,433,60,0,0,0,0,0,0,0,0,0,0,0,0
410510039013,766,656,91,0,0,0,0,0,0,0,0,0,0,0,0
410510039014,514,435,67,0,0,0,0,0,0,0,0,0,0,0,0
410510039015,840,710,112,0,0,0,0,0,0,0,0,0,0,0,0
410510039021,410,342,58,0,0,0,0,0,0,0,0,0,0,0,0
410510039022,512,437,64,0,0,0,0,0,0,0,0,0,0,0,0
410510039023,501,418,71,0,0,0,0,0,0,0,0,0,0,0,0
410510039024,448,374,64,0,0,0,0,0,0,0,0,0,0,0,0
410510040011,1004,840,143,0,0,0,0,0,0,0,0,0,0,0,0
410510040012,434,363,62,0,0,0,0,0,0,0,0,0,0,0,0
410510040013,447,374,64,0,0,0,0,0,0,0,0,0,0,0,0
410510040014,744,622,106,0,0,0,0,0,0,0,0,0,0,0,0
410510040021,1345,1100,211,0,0,0,0,0,0,0,0,0,0,0,0
410510040022,377,315,54,0,0,0,0,0,0,0,0,0,0,0,0
410510040023,567,461,91,0,0,0,0,0,0,0,0,0,0,0,0
410510040024,528,431,83,0,0,0,0,0,0,0,0,0,0,0,0
410510041011,407,336,59,0,0,0,0,0,0,0,0,0,0,0,0
410510041012,594,491,86,0,0,0,0,0,0,0,0,0,0,0,0
410510041013,1179,972,173,0,0,0,0,0,0,0,0,0,0,0,0
410510041014,592,489,86,0,0,0,0,0,0,0,0,0,0,0,0
410510041021,570,461,94,0,0,0,0,0,0,0,0,0,0,0,0
410510041022,390,316,64,0,0,0,0,0,0,0,0,0,0,0,0
410510041023,487,394,80,0,0,0,0,0,0,0,0,0,0,0,0
410510041024,679,549,112,0,0,0,0,0,0,0,0,0,0,0,0
410510042001,647,533,96,0,0,0,0,0,0,0,0,0,0,0,0
410510042002,813,667,123,0,0,0,0,0,0,0,0,0,0,0,0
410510043001,672,501,156,0,0,0,0,0,0,0,0,0,0,0,0
410510045001,1321,1147,151,0,0,0,0,0,0,0,0,0,0,0,0
410510046011,1276,1103,151,0,0,0,0,0,0,0,0,0,0,0,0
410510046012,977,787,177,0,0,0,0,0,0,0,0,0,0,0,0
410510046021,582,474,99,0,0,0,0,0,0,0,0,0,0,0,0
410510046022,631,509,114,0,0,0,0,0,0,0,0,0,0,0,0
410510047001,1023,885,121,0,0,0,0,0,0,0,0,0,0,0,0
410510047002,979,852,110,0,0,0,0,0,0,0,0,0,0,0,0
410510047003,841,760,64,0,0,0,0,0,0,0,0,0,0,0,0
410510048001,792,716,60,0,0,0,0,0,0,0,0,0,0,0,0
410510048002,597,537,48,0,0,0,0,0,0,0,0,0,0,0,0
410510048003,423,382,32,0,0,0,0,0,0,0,0,0,0,0,0
410510049001,915,817,80,0,0,0,0,0,0,0,0,0,0,0,0
410510049002,586,518,57,0,0,0,0,0,0,0,0,0,0,0,0
410510049003,673,608,51,0,0,0,0,0,0,0,0,0,0,0,0
410510050001,1076,943,113,0,0,0,0,0,0,0,0,0,0,0,0
410510051001,1401,1214,163,0,0,0,0,0,0,0,0,0,0,0,0
410510051002,1381,1196,161,0,0,0,0,0,0,0,0,0,0,0,0
410510051003,571,494,67,0,0,0,0,0,0,0,0,0,0,0,0
410510052001,442,380,49,0,0,0,0,0,0,0,0,0,0,0,0
410510052002,391,335,44,0,0,0,0,0,0,0,0,0,0,0,0
410510052003,560,480,63,0,0,0,0,0,0,0,0,0,0,0,0
410510052004,709,609,79,0,0,0,0,0,0,0,0,0,0,0,0
410510055001,765,622,130,0,0,0,0,0,0,0,0,0,0,0,0
410510055002,626,534,73,0,0,0,0,0,0,0,0,0,0,0,0
410510056001,647,541,88,0,0,0,0,0,0,0,0,0,0,0,0
410510056002,527,440,72,0,0,0,0,0,0,0,0,0,0,0,0
410510056003,729,610,99,0,0,0,0,0,0,0,0,0,0,0,0
410510056004,326,273,44,0,0,0,0,0,0,0,0,0,0,0,0
410510057001,368,307,52,0,0,0,0,0,0,0,0,0,0,0,0
410510057002,751,628,102,0,0,0,0,0,0,0,0,0,0,0,0
410510057003,365,305,50,0,0,0,0,0,0,0,0,0,0,0,0
410510058001,675,548,119,0,0,0,0,0,0,0,0,0,0,0,0
410510058002,982,798,173,0,0,0,0,0,0,0,0,0,0,0,0
410510058003,453,368,79,0,0,0,0,0,0,0,0,0,0,0,0
410510058004,782,635,138,0,0,0,0,0,0,0,0,0,0,0,0
410510058005,505,410,89,0,0,0,0,0,0,0,0,0,0,0,0
410510059001,1434,1195,216,0,0,0,0,0,0,0,0,0,0,0,0
410510059002,534,437,88,0,0,0,0,0,0,0,0,0,0,0,0
410510059003,433,361,65,0,0,0,0,0,0,0,0,0,0,0,0
410510059004,694,578,105,0,0,0,0,0,0,0,0,0,0,0,0
410510060011,558,453,98,0,0,0,0,0,0,0,0,0,0,0,0
410510060012,435,354,75,0,0,0,0,0,0,0,0,0,0,0,0
410510060021,1413,1151,242,0,0,0,0,0,0,0,0,0,0,0,0
410510061001,891,724,155,0,0,0,0,0,0,0,0,0,0,0,0
410510061002,668,543,115,0,0,0,0,0,0,0,0,0,0,0,0
410510062001,689,551,125,0,0,0,0,0,0,0,0,0,0,0,0
410510062002,557,446,101,0,0,0,0,0,0,0,0,0,0,0,0
410510062003,664,532,120,0,0,0,0,0,0,0,0,0,0,0,0
410510063001,1419,1073,328,0,0,0,0,0,0,0,0,0,0,0,0
410510063002,1101,798,292,0,0,0,0,0,0,0,0,0,0,0,0
410510063003,757,610,134,0,0,0,0,0,0,0,0,0,0,0,0
410510064021,1855,1452,373,0,0,0,0,0,0,0,0,0,0,0,0
410510064022,1594,1234,334,0,0,0,0,0,0,0,0,0,0,0,0
410510064031,583,455,119,0,0,0,0,0,0,0,0,0,0,0,0
410510064032,1204,938,246,0,0,0,0,0,0,0,0,0,0,0,0
410510064033,588,427,146,0,0,0,0,0,0,0,0,0,0,0,0
410510064041,1145,824,308,0,0,0,0,0,0,0,0,0,0,0,0
410510064042,1225,878,326,0,0,0,0,0,0,0,0,0,0,0,0
410510065011,1167,935,211,0,0,0,0,0,0,0,0,0,0,0,0
410510065012,1225,890,305,0,0,0,0,0,0,0,0,0,0,0,0
410510065013,1015,813,183,0,0,0,0,0,0,0,0,0,0,0,0
410510065021,1619,1296,293,0,0,0,0,0,0,0,0,0,0,0,0
410510065022,1063,852,192,0,0,0,0,0,0,0,0,0,0,0,0
410510066011,952,768,167,0,0,0,0,0,0,0,0,0,0,0,0
410510066012,612,494,107,0,0,0,0,0,0,0,0,0,0,0,0
410510066021,618,511,96,0,0,0,0,0,0,0,0,0,0,0,0
410510066022,1244,1028,193,0,0,0,0,0,0,0,0,0,0,0,0
410510066023,977,798,162,0,0,0,0,0,0,0,0,0,0,0,0
410510067011,1011,816,177,0,0,0,0,0,0,0,0,0,0,0,0
410510067012,903,729,158,0,0,0,0,0,0,0,0,0,0,0,0
410510067021,1129,934,175,0,0,0,0,0,0,0,0,0,0,0,0
410510067022,643,532,100,0,0,0,0,0,0,0,0,0,0,0,0
410510068011,1493,1121,354,0,0,0,0,0,0,0,0,0,0,0,0
410510068021,961,770,178,0,0,0,0,0,0,0,0,0,0,0,0
410510068022,1224,987,221,0,0,0,0,0,0,0,0,0,0,0,0
410510069001,1042,779,250,0,0,0,0,0,0,0,0,0,0,0,0
410510069002,773,558,208,0,0,0,0,0,0,0,0,0,0,0,0
410510070001,604,433,157,0,0,0,0,0,0,0,0,0,0,0,0
410510070002,1341,969,353,0,0,0,0,0,0,0,0,0,0,0,0
410510070003,579,411,156,0,0,0,0,0,0,0,0,0,0,0,0
410510070004,2162,1553,588,0,0,0,0,0,0,0,0,0,0,0,0
410510071001,1168,762,385,0,0,0,0,0,0,0,0,0,0,0,0
410510071002,637,369,249,0,0,0,0,0,0,0,0,0,0,0,0
410510072011,597,428,155,0,0,0,0,0,0,0,0,0,0,0,0
410510072012,503,362,130,0,0,0,0,0,0,0,0,0,0,0,0
410510072021,1144,826,292,0,0,0,0,0,0,0,0,0,0,0,0
410510073001,921,643,259,0,0,0,0,0,0,0,0,0,0,0,0
410510074001,486,399,78,0,0,0,0,0,0,0,0,0,0,0,0
410510074002,859,706,137,0,0,0,0,0,0,0,0,0,0,0,0
410510075001,777,639,123,0,0,0,0,0,0,0,0,0,0,0,0
410510075002,560,460,88,0,0,0,0,0,0,0,0,0,0,0,0
410510075003,1140,994,117,0,0,0,0,0,0,0,0,0,0,0,0
410510076001,670,524,132,0,0,0,0,0,0,0,0,0,0,0,0
410510076002,991,815,155,0,0,0,0,0,0,0,0,0,0,0,0
410510077001,504,386,107,0,0,0,0,0,0,0,0,0,0,0,0
410510077002,470,365,95,0,0,0,0,0,0,0,0,0,0,0,0
410510078001,319,225,85,0,0,0,0,0,0,0,0,0,0,0,0
410510078002,561,387,168,0,0,0,0,0,0,0,0,0,0,0,0
410510079001,671,467,185,0,0,0,0,0,0,0,0,0,0,0,0
410510079002,998,700,270,0,0,0,0,0,0,0,0,0,0,0,0
410510080011,742,479,244,0,0,0,0,0,0,0,0,0,0,0,0
410510080012,653,422,215,0,0,0,0,0,0,0,0,0,0,0,0
410510080021,629,406,207,0,0,0,0,0,0,0,0,0,0,0,0
410510080022,643,415,212,0,0,0,0,0,0,0,0,0,0,0,0
410510081001,852,592,241,0,0,0,0,0,0,0,0,0,0,0,0
410510081002,708,482,211,0,0,0,0,0,0,0,0,0,0,0,0
410510081003,399,268,123,0,0,0,0,0,0,0,0,0,0,0,0
410510081004,831,577,235,0,0,0,0,0,0,0,0,0,0,0,0
410510082011,477,313,155,0,0,0,0,0,0,0,0,0,0,0,0
410510082012,504,330,164,0,0,0,0,0,0,0,0,0,0,0,0
410510082013,319,209,104,0,0,0,0,0,0,0,0,0,0,0,0
410510082021,1044,730,293,0,0,0,0,0,0,0,0,0,0,0,0
410510082022,821,574,230,0,0,0,0,0,0,0,0,0,0,0,0
410510082023,845,591,237,0,0,0,0,0,0,0,0,0,0,0,0
410510083011,531,393,126,0,0,0,0,0,0,0,0,0,0,0,0
410510083012,696,515,165,0,0,0,0,0,0,0,0,0,0,0,0
410510083021,530,354,159,0,0,0,0,0,0,0,0,0,0,0,0
410510083022,735,491,220,0,0,0,0,0,0,0,0,0,0,0,0
410510084001,556,376,163,0,0,0,0,0,0,0,0,0,0,0,0
410510084002,739,500,217,0,0,0,0,0,0,0,0,0,0,0,0
410510085001,761,515,223,0,0,0,0,0,0,0,0,0,0,0,0
410510085002,501,335,150,0,0,0,0,0,0,0,0,0,0,0,0
410510086001,838,652,162,0,0,0,0,0,0,0,0,0,0,0,0
410510086002,834,617,195,0,0,0,0,0,0,0,0,0,0,0,0
410510087001,675,496,160,0,0,0,0,0,0,0,0,0,0,0,0
410510087002,604,443,144,0,0,0,0,0,0,0,0,0,0,0,0
410510087003,664,527,120,0,0,0,0,0,0,0,0,0,0,0,0
410510088001,498,366,118,0,0,0,0,0,0,0,0,0,0,0,0
410510088002,528,388,126,0,0,0,0,0,0,0,0,0,0,0,0
410510088003,539,396,128,0,0,0,0,0,0,0,0,0,0,0,0
410510089011,1743,1034,684,0,0,0,0,0,0,0,0,0,0,0,0
410510089012,1008,602,388,0,0,0,0,0,0,0,0,0,0,0,0
410510089013,596,353,232,0,0,0,0,0,0,0,0,0,0,0,0
410510089021,905,616,263,0,0,0,0,0,0,0,0,0,0,0,0
410510089022,374,253,110,0,0,0,0,0,0,0,0,0,0,0,0
410510090001,960,624,314,0,0,0,0,0,0,0,0,0,0,0,0
410510090002,828,521,288,0,0,0,0,0,0,0,0,0,0,0,0
410510090003,777,524,234,0,0,0,0,0,0,0,0,0,0,0,0
410510091011,1067,678,360,0,0,0,0,0,0,0,0,0,0,0,0
410510091012,548,370,165,0,0,0,0,0,0,0,0,0,0,0,0
410510091021,385,242,134,0,0,0,0,0,0,0,0,0,0,0,0
410510091022,640,403,223,0,0,0,0,0,0,0,0,0,0,0,0
410510091023,359,216,138,0,0,0,0,0,0,0,0,0,0,0,0
410510091024,763,471,278,0,0,0,0,0,0,0,0,0,0,0,0
410510092011,681,447,219,0,0,0,0,0,0,0,0,0,0,0,0
410510092012,1109,726,358,0,0,0,0,0,0,0,0,0,0,0,0
410510092013,900,573,306,0,0,0,0,0,0,0,0,0,0,0,0
410510092021,735,512,208,0,0,0,0,0,0,0,0,0,0,0,0
410510092022,419,267,142,0,0,0,0,0,0,0,0,0,0,0,0
410510092023,416,265,141,0,0,0,0,0,0,0,0,0,0,0,0
410510093011,742,464,260,0,0,0,0,0,0,0,0,0,0,0,0
410510093012,560,352,193,0,0,0,0,0,0,0,0,0,0,0,0
410510093013,764,479,266,0,0,0,0,0,0,0,0,0,0,0,0
410510093021,1063,729,313,0,0,0,0,0,0,0,0,0,0,0,0
410510093022,771,467,293,0,0,0,0,0,0,0,0,0,0,0,0
410510094001,581,362,205,0,0,0,0,0,0,0,0,0,0,0,0
410510094002,646,391,246,0,0,0,0,0,0,0,0,0,0,0,0
410510094003,715,433,272,0,0,0,0,0,0,0,0,0,0,0,0
410510094004,743,450,283,0,0,0,0,0,0,0,0,0,0,0,0
410510094005,555,345,196,0,0,0,0,0,0,0,0,0,0,0,0
410510095011,1379,899,453,0,0,0,0,0,0,0,0,0,0,0,0
410510095012,701,455,233,0,0,0,0,0,0,0,0,0,0,0,0
410510095021,382,246,129,0,0,0,0,0,0,0,0,0,0,0,0
410510095022,361,232,122,0,0,0,0,0,0,0,0,0,0,0,0
410510095023,795,512,269,0,0,0,0,0,0,0,0,0,0,0,0
410510096031,595,365,213,0,0,0,0,0,0,0,0,0,0,0,0
410510096032,582,357,208,0,0,0,0,0,0,0,0,0,0,0,0
410510096041,733,451,263,0,0,0,0,0,0,0,0,0,0,0,0
410510096042,699,447,231,0,0,0,0,0,0,0,0,0,0,0,0
410510096051,625,385,228,0,0,0,0,0,0,0,0,0,0,0,0
410510096052,542,334,198,0,0,0,0,0,0,0,0,0,0,0,0
410510096053,749,462,273,0,0,0,0,0,0,0,0,0,0,0,0
410510096061,565,396,150,0,0,0,0,0,0,0,0,0,0,0,0
410510096062,470,329,125,0,0,0,0,0,0,0,0,0,0,0,0
410510097011,909,575,308,0,0,0,0,0,0,0,0,0,0,0,0
410510097012,393,249,133,0,0,0,0,0,0,0,0,0,0,0,0
410510097013,571,361,193,0,0,0,0,0,0,0,0,0,0,0,0
410510097021,646,414,213,0,0,0,0,0,0,0,0,0,0,0,0
410510097022,655,416,222,0,0,0,0,0,0,0,0,0,0,0,0
410510097023,423,268,142,0,0,0,0,0,0,0,0,0,0,0,0
410510097024,713,453,240,0,0,0,0,0,0,0,0,0,0,0,0
410510098011,593,376,201,0,0,0,0,0,0,0,0,0,0,0,0
410510098012,585,371,198,0,0,0,0,0,0,0,0,0,0,0,0
410510098031,936,529,385,0,0,0,0,0,0,0,0,0,0,0,0
410510098032,733,398,327,0,0,0,0,0,0,0,0,0,0,0,0
410510098033,684,397,270,0,0,0,0,0,0,0,0,0,0,0,0
410510098034,498,286,200,0,0,0,0,0,0,0,0,0,0,0,0
410510098041,571,362,193,0,0,0,0,0,0,0,0,0,0,0,0
410510098042,516,328,174,0,0,0,0,0,0,0,0,0,0,0,0
410510099031,586,317,263,0,0,0,0,0,0,0,0,0,0,0,0
410510099032,868,450,405,0,0,0,0,0,0,0,0,0,0,0,0
410510099033,943,518,414,0,0,0,0,0,0,0,0,0,0,0,0
410510099034,681,369,305,0,0,0,0,0,0,0,0,0,0,0,0
410510099041,743,432,294,0,0,0,0,0,0,0,0,0,0,0,0
410510099042,361,199,157,0,0,0,0,0,0,0,0,0,0,0,0
410510099043,456,264,182,0,0,0,0,0,0,0,0,0,0,0,0
410510099051,574,334,227,0,0,0,0,0,0,0,0,0,0,0,0
410510099052,721,406,302,0,0,0,0,0,0,0,0,0,0,0,0
410510099061,1181,651,514,0,0,0,0,0,0,0,0,0,0,0,0
410510099062,658,363,286,0,0,0,0,0,0,0,0,0,0,0,0
410510099071,243,147,90,0,0,0,0,0,0,0,0,0,0,0,0
410510099072,384,232,143,0,0,0,0,0,0,0,0,0,0,0,0
410510099073,1430,788,620,0,0,0,0,0,0,0,0,0,0,0,0
410510100011,373,225,139,0,0,0,0,0,0,0,0,0,0,0,0
410510100012,431,260,161,0,0,0,0,0,0,0,0,0,0,0,0
410510100013,1281,733,526,0,0,0,0,0,0,0,0,0,0,0,0
410510100021,1113,629,458,0,0,0,0,0,0,0,0,0,0,0,0
410510100022,669,424,227,0,0,0,0,0,0,0,0,0,0,0,0
410510101001,296,178,113,0,0,0,0,0,0,0,0,0,0,0,0
410510101002,1677,1002,645,0,0,0,0,0,0,0,0,0,0,0,0
410510101003,814,479,318,0,0,0,0,0,0,0,0,0,0,0,0
410510101004,552,334,205,0,0,0,0,0,0,0,0,0,0,0,0
410510102001,795,491,289,0,0,0,0,0,0,0,0,0,0,0,0
410510102002,770,467,285,0,0,0,0,0,0,0,0,0,0,0,0
410510102003,950,564,371,0,0,0,0,0,0,0,0,0,0,0,0
410510103031,1137,651,463,0,0,0,0,0,0,0,0,0,0,0,0
410510103032,939,534,386,0,0,0,0,0,0,0,0,0,0,0,0
410510103041,816,497,301,0,0,0,0,0,0,0,0,0,0,0,0
410510103042,544,340,189,0,0,0,0,0,0,0,0,0,0,0,0
410510103051,530,298,221,0,0,0,0,0,0,0,0,0,0,0,0
410510103052,781,422,348,0,0,0,0,0,0,0,0,0,0,0,0
410510103053,676,365,301,0,0,0,0,0,0,0,0,0,0,0,0
410510103061,575,325,238,0,0,0,0,0,0,0,0,0,0,0,0
