GEOID20,Tot_2016_sen,D_2016_sen,R_2016_sen,Tot_2016_pres,D_2016_pres,R_2016_pres,Tot_2020_pres,D_2020_pres,R_2020_pres,Tot_2018_ltg,D_2018_ltg,R_2018_ltg,Tot_2018_ag,D_2018_ag,R_2018_ag,Tot_2018_gov,D_2018_gov,R_2018_gov,Tot_2018_sen,D_2018_sen,R_2018_sen
32003006549,826,427,344,845,453,339,1187,682,496,738,438,268,734,426,273,739,449,259,738,443,269
32003007645,356,165,152,359,179,160,410,225,174,307,159,140,306,150,146,308,170,130,308,164,137
32003006914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003003905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003007641,812,333,440,827,347,454,869,373,486,786,307,439,786,302,447,796,336,441,799,348,437
32003005413,943,597,258,973,640,272,1152,738,388,749,482,220,754,475,228,754,485,219,757,504,215
32005000030,3,2,1,3,2,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
32031007556,8,4,4,8,4,4,9,3,5,5,2,3,5,2,3,5,2,3,5,2,3
32031008290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32031009125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32031003028,290,200,57,298,216,55,294,211,77,187,137,36,190,133,43,194,142,38,193,144,43
32005000009,802,255,483,810,247,502,999,335,642,719,258,410,719,214,450,720,229,445,725,244,454
32003006709,483,230,206,501,254,220,652,341,302,394,204,167,395,199,174,401,200,178,402,204,177
32031007402,789,361,359,794,358,370,884,396,461,627,315,256,627,288,284,631,311,285,629,309,272
32031009130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003002640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003007542,27,9,16,27,9,14,35,12,22,30,12,14,30,11,18,30,11,18,30,12,17
32021000010,3,1,2,3,1,2,8,5,3,4,2,1,4,2,1,4,2,1,4,2,1
32003003802,621,396,151,629,420,165,789,520,252,517,353,124,516,346,136,526,358,132,524,369,132
32003003833,372,152,187,382,167,198,467,211,243,337,156,165,335,147,172,339,156,166,338,154,169
32003001327,1219,727,393,1256,745,415,1714,1051,618,977,656,278,975,647,280,991,674,270,987,670,269
32003007581,1168,392,674,1184,389,710,1405,502,880,961,355,547,959,332,582,966,357,563,967,368,562
32003003382,1017,495,434,1031,508,459,1173,581,567,872,476,360,871,436,394,874,468,363,875,471,377
32003002008,1056,471,474,1068,455,549,1193,537,627,847,410,390,846,392,408,847,398,404,848,406,396
32003002951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003003746,1229,496,670,1247,521,665,1444,687,733,1125,524,552,1119,491,579,1128,545,555,1126,542,556
32003005554,723,385,288,733,392,299,832,449,364,638,336,262,639,334,266,642,336,274,642,349,269
32003003767,35,5,29,35,4,30,39,7,32,29,6,21,29,7,20,29,6,23,29,5,23
32003006739,703,422,206,715,452,223,923,575,324,536,345,157,538,335,161,540,340,164,538,347,157
32003002949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003004514,754,595,86,776,650,77,1018,779,213,528,447,51,532,447,53,532,437,46,533,451,51
32003007694,1061,474,497,1076,503,514,1271,663,582,877,452,382,874,429,403,880,446,388,881,464,388
32003003720,565,306,201,575,312,224,685,376,294,481,272,187,480,255,201,481,270,188,479,271,188
32003007674,323,130,178,331,140,169,400,194,195,316,154,154,312,146,155,316,158,146,315,164,143
32003005568,783,410,298,803,410,354,889,487,390,707,394,268,706,379,289,715,392,279,711,405,273
32003007734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003005542,507,375,86,522,389,106,580,435,134,342,252,66,345,253,74,347,253,69,349,265,68
32003001675,1018,384,567,1028,410,559,1242,530,690,918,384,502,915,356,520,918,395,493,921,390,501
32003003610,987,407,496,1004,381,561,1230,595,619,900,430,413,907,415,450,912,435,441,914,441,430
32031008208,325,95,218,323,103,202,329,118,205,298,102,185,297,85,194,299,92,195,300,96,197
32031001040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32031006503,7,3,4,7,3,4,8,4,4,8,4,3,8,4,4,7,4,3,7,4,3
32031007416,880,277,549,887,264,554,968,299,647,799,283,454,802,223,531,807,250,527,809,258,527
32003007505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003007730,1534,753,642,1550,760,684,1988,1056,901,1351,709,571,1355,669,608,1351,696,597,1356,702,597
32003005536,866,565,227,882,581,254,977,647,309,713,499,179,713,469,199,720,492,188,723,511,186
32003003392,715,338,329,729,356,329,819,421,383,611,314,261,611,297,283,613,307,285,612,300,281
32003005330,777,432,275,791,473,273,1436,850,561,797,498,268,794,483,270,800,499,262,803,512,259
32003001552,635,269,319,643,287,327,837,378,443,558,273,270,558,272,274,561,284,265,561,287,266
32003007681,790,343,407,795,347,403,928,449,456,684,305,343,688,299,358,692,325,347,693,324,350
32003005553,632,339,260,640,350,251,718,445,262,581,346,205,578,323,206,583,351,207,581,350,210
32003007402,844,430,322,855,437,349,956,534,401,702,391,264,704,377,269,704,392,259,707,405,268
32003001606,425,163,242,435,174,235,537,240,281,391,166,206,390,161,208,394,178,202,395,175,210
32003006643,919,464,399,932,475,395,1027,550,453,780,434,320,780,424,318,786,441,307,787,453,303
32003002962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003001943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003001905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32019000018,305,85,200,311,85,209,388,114,270,273,75,172,273,56,188,274,66,189,275,65,190
32031005033,685,385,254,690,387,234,772,462,281,613,398,186,615,351,222,622,378,219,621,388,210
32031002057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32031006211,916,507,328,923,509,325,996,599,367,785,446,282,790,405,308,795,438,305,796,461,293
32031005008,455,281,127,461,282,137,568,376,182,402,267,112,401,244,128,406,261,121,405,260,123
32510000211,787,254,460,794,258,464,937,363,546,702,277,377,701,219,427,703,243,415,703,246,422
32510000305,1088,402,603,1093,387,607,1219,496,688,979,409,504,982,333,588,984,380,545,985,381,550
32031008500,47,17,28,47,17,26,47,22,23,43,18,21,43,14,26,43,18,24,43,21,22
32031007516,43,12,31,43,9,29,50,17,33,36,17,18,37,14,22,37,14,23,37,16,21
32031006213,503,272,181,513,275,190,587,354,210,440,268,137,443,247,151,443,256,153,443,261,150
32031007520,781,287,404,786,274,435,834,332,475,602,270,288,603,209,333,608,237,328,607,236,341
32003003604,1474,736,581,1490,763,597,2007,1158,803,1343,808,456,1345,785,485,1352,812,459,1351,822,457
32003007049,670,382,243,679,373,243,745,428,303,532,299,201,532,290,211,536,300,209,537,304,210
32003006513,481,159,311,495,187,288,550,203,335,433,147,271,432,141,279,435,156,274,435,154,278
32003002651,522,190,302,534,196,312,769,288,467,471,193,254,471,177,265,472,189,264,472,191,263
32003004594,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32003006705,514,343,108,520,362,128,640,431,188,356,251,80,357,247,87,362,249,81,359,248,85
32003004305,1090,827,174,1104,860,187,1259,950,272,871,678,142,869,670,153,876,678,143,877,704,139
32003002356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003007602,1281,449,733,1297,446,771,1480,565,888,1133,444,634,1134,416,666,1135,456,632,1134,449,640
32003001356,1115,614,406,1132,645,427,1702,955,712,968,580,338,972,573,356,974,576,358,973,595,345
32003005906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003007625,546,249,241,552,262,258,816,380,419,592,302,272,592,281,287,598,299,275,598,303,281
32003005621,534,334,134,548,360,153,693,437,241,414,278,110,418,270,116,424,279,119,426,290,118
32003005511,452,277,125,456,302,136,543,344,191,376,254,103,376,248,102,378,246,107,377,263,94
32031006411,1013,376,590,1031,373,558,1137,472,632,917,401,467,911,324,530,921,364,510,923,374,510
32031004026,3,0,3,3,0,3,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0
32031001000,520,323,180,520,328,151,573,396,160,477,311,150,478,290,169,481,308,159,481,315,158
32003003824,262,155,74,265,161,90,296,173,117,231,144,75,233,139,81,233,144,74,232,147,74
32003003749,1123,562,463,1144,585,493,1358,734,590,947,538,357,946,512,383,953,528,368,951,519,376
32003002354,665,321,285,676,338,307,766,372,379,599,311,254,598,299,265,605,328,251,602,320,258
32031007100,9,0,9,9,0,7,7,1,5,7,0,7,7,0,7,7,0,7,7,0,7
32031004009,399,207,162,402,188,183,457,242,201,324,176,116,323,160,137,324,156,141,326,175,132
32031004052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32031008209,845,333,474,849,346,435,909,404,480,761,337,377,763,281,428,765,333,398,768,329,413
32031005011,728,378,314,734,389,278,797,482,291,682,413,224,677,371,257,685,408,255,684,405,255
32031001027,338,167,157,342,185,139,385,238,142,328,192,125,327,163,149,331,197,125,331,183,141
32031002025,441,163,264,443,163,250,478,200,270,407,169,231,410,133,256,416,165,242,413,174,237
32031008292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32031005066,460,279,135,467,295,111,556,404,136,413,294,93,411,282,106,417,285,108,418,296,107
32031004055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003001678,854,335,450,865,335,480,946,380,541,737,299,386,733,286,413,742,297,405,741,293,416
32003003735,47,18,26,48,20,25,69,32,36,53,23,28,53,20,30,53,19,33,53,21,31
32003006512,1108,325,755,1115,368,697,1245,449,772,979,331,625,971,306,646,982,346,623,983,346,630
32003001411,1010,420,515,1031,465,520,1209,616,577,916,426,445,915,402,461,916,440,444,918,433,459
32003001605,767,454,235,785,472,269,1000,602,381,609,390,179,608,377,194,618,401,183,618,405,181
32003002353,953,382,529,966,365,568,1054,433,603,899,333,527,900,298,554,901,338,535,895,333,536
32003003991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003001137,869,430,376,880,432,399,1168,583,563,757,388,327,756,377,345,761,389,336,762,401,336
32003001694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003002674,1206,667,436,1235,682,464,1458,801,624,920,531,318,924,533,330,928,531,335,928,549,331
32015000008,14,2,9,14,2,12,18,3,15,12,3,9,12,1,9,12,3,9,12,1,11
32031008240,790,287,473,796,286,441,851,323,506,710,279,398,707,231,421,712,281,412,714,271,421
32031006308,996,397,550,1001,390,556,1043,486,536,913,417,458,915,349,519,920,412,474,919,414,475
32031007577,223,106,101,228,110,103,283,120,155,194,91,90,195,84,100,195,93,94,194,92,99
32031006528,7,4,3,8,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32031008277,402,148,239,402,153,222,456,198,254,386,160,214,382,130,237,388,152,226,388,147,237
32031008129,42,13,28,42,14,26,49,25,23,39,17,22,39,13,26,39,15,24,39,16,23
32031004003,490,268,180,499,269,181,557,320,219,441,239,171,442,217,186,445,232,181,445,240,180
32003005506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32031006522,493,191,279,494,190,270,549,232,305,436,200,212,437,156,255,438,177,242,438,179,242
32031008105,564,262,272,574,277,234,732,376,333,529,246,254,529,238,261,533,241,267,534,255,256
32031007529,260,55,185,263,54,185,317,74,232,247,58,176,246,40,192,251,50,187,252,50,189
32031002013,330,154,168,333,159,154,353,174,172,323,165,151,322,138,171,324,161,157,324,163,156
32031004024,436,214,185,443,215,183,562,318,226,350,189,130,350,177,151,351,184,150,351,187,146
32003007405,1148,510,544,1167,522,575,1326,657,646,991,472,453,990,465,469,987,470,473,992,486,457
32003006484,9,2,6,9,1,7,656,294,351,199,89,106,199,84,106,200,94,102,200,91,105
32003007312,845,590,180,869,630,187,949,655,271,577,409,128,576,402,132,578,411,134,578,425,127
32003005566,677,372,252,689,369,284,804,453,336,593,334,223,593,310,250,598,323,236,596,335,239
32003007527,559,300,194,569,314,216,684,432,233,383,241,122,381,234,125,383,229,126,383,243,121
32003003779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003003777,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0
32003003778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003006700,246,125,106,251,131,117,249,155,93,234,136,90,235,121,100,236,127,95,233,131,93
32003001602,664,416,185,684,441,208,887,527,338,575,380,162,573,373,171,574,376,161,577,389,167
32003007591,731,272,403,741,287,405,870,355,494,632,257,327,630,243,356,634,251,352,634,258,342
32003002704,32,9,18,32,8,23,53,14,38,42,17,24,42,13,27,42,13,27,42,12,27
32003006672,684,373,264,699,382,284,817,450,354,573,343,209,572,325,219,572,332,214,572,341,217
32003001335,1119,552,459,1140,567,505,1325,639,664,900,477,354,897,441,383,905,484,366,906,498,363
32003003985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003003576,610,214,377,619,233,349,746,310,418,562,210,317,563,207,335,567,234,324,566,219,337
32003006693,1139,634,380,1156,672,428,1395,839,526,895,566,281,897,551,302,900,555,294,901,588,281
32003007050,703,342,298,717,349,326,789,384,396,598,309,257,598,291,269,604,316,257,603,317,258
32003007012,778,491,200,789,516,224,962,638,292,640,456,141,640,449,151,643,458,144,643,468,148
32003003737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003006545,689,386,254,704,406,275,1113,643,449,627,386,203,627,366,219,629,390,209,630,394,212
32003003806,484,249,210,496,243,209,550,279,256,424,226,179,424,211,192,427,227,185,427,228,188
32003002624,674,234,395,681,237,407,912,341,558,670,252,372,672,228,411,675,241,401,673,247,406
32003003912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003007908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003003711,209,61,131,212,55,138,245,86,154,179,56,112,179,46,123,179,48,121,178,51,117
32003003393,548,268,247,557,273,244,600,308,283,454,245,196,452,236,197,455,252,192,455,257,185
32031006317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32031007582,15,0,12,15,0,14,15,1,14,10,3,6,10,1,7,10,1,8,10,1,9
32031002030,486,213,239,494,227,226,511,270,231,435,225,191,436,179,218,437,215,202,437,224,200
32031002050,527,259,253,528,265,228,577,326,243,500,262,222,500,220,250,502,267,218,503,264,227
32031008235,175,56,118,178,63,100,173,66,101,150,53,88,148,42,100,149,45,91,151,54,91
32031005030,741,306,402,745,327,363,891,424,434,684,319,344,684,268,379,687,295,368,687,308,365
32031002020,302,152,118,304,150,117,374,216,140,214,117,80,217,103,93,218,119,91,219,128,89
32031007523,1119,348,673,1123,334,687,1740,591,1088,1058,403,588,1062,326,651,1067,366,640,1067,381,625
32031006423,919,312,567,935,308,566,1201,472,699,939,368,525,942,293,588,942,347,568,945,346,564
32031009123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32031001016,806,438,292,814,458,285,1002,594,357,635,392,203,636,367,220,642,397,207,642,407,212
32003005034,860,573,184,876,586,232,1054,731,308,653,460,152,651,442,163,659,448,164,662,464,166
32003003784,742,440,241,758,451,249,827,506,298,584,337,202,585,333,216,589,345,217,588,360,207
32003004526,562,468,58,578,501,57,623,517,95,473,413,38,481,409,49,479,411,40,477,422,38
32003005591,466,285,153,476,298,150,556,350,197,363,238,106,366,231,118,367,243,108,366,242,110
32003003747,743,387,305,755,394,325,865,464,386,658,366,259,655,359,275,660,363,268,659,378,260
32029000009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003006708,898,511,315,921,538,331,1085,586,480,764,421,294,762,414,312,770,422,309,770,436,304
32003003040,890,325,529,910,327,559,942,397,535,812,312,467,807,276,500,821,316,474,817,317,469
32003007508,374,222,120,381,229,123,430,256,166,291,177,80,292,181,85,293,185,86,294,196,86
32003006645,1125,543,486,1151,583,494,1320,710,573,925,517,354,926,487,379,928,517,360,932,524,365
32003001661,911,533,292,928,573,302,1310,819,462,807,504,248,806,490,263,813,510,256,811,520,259
32003003979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003001651,455,138,287,462,131,312,577,171,400,410,134,261,409,125,270,410,128,268,411,130,270
32031009127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32031005062,1036,518,445,1047,526,421,1206,682,477,948,539,355,952,471,400,954,517,386,956,525,387
32031002004,551,328,151,557,334,167,648,435,190,428,274,124,430,251,137,430,255,135,433,280,123
32031002027,557,274,266,558,272,241,645,338,293,548,268,253,546,237,280,552,284,245,553,280,258
32031008110,243,116,122,244,121,112,301,160,136,219,115,92,216,109,93,219,114,96,218,114,98
32003001711,1,0,1,1,0,1,184,111,70,1,1,0,1,0,1,1,0,1,1,0,1
32003001533,3,0,2,3,0,2,2,0,2,2,0,2,2,0,2,2,0,2,2,0,2
32003001543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003001928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003006635,970,382,544,987,404,531,1115,487,608,814,346,442,813,321,473,822,345,455,824,353,452
32003002617,680,381,247,696,387,267,817,477,324,594,364,198,594,351,214,598,373,203,597,372,208
32003004415,353,299,27,361,321,27,396,322,64,232,185,23,233,194,21,237,196,20,240,196,25
32003001514,1159,450,641,1178,472,621,1567,672,862,1042,453,543,1039,430,565,1045,468,544,1043,476,538
32003007354,877,353,432,894,351,475,1026,438,563,733,336,344,731,314,362,736,324,361,737,345,344
32003005573,637,347,226,651,352,267,787,465,306,580,322,223,578,305,233,583,316,226,581,331,231
32003001681,42,8,31,43,9,33,54,16,38,50,15,33,48,13,33,50,13,35,50,14,33
32003006727,833,333,473,845,338,487,893,423,458,753,333,405,754,306,424,755,317,410,758,334,412
32003002478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32031001046,123,71,48,123,70,45,151,89,61,109,65,42,107,65,41,109,63,42,109,66,42
32031002023,857,416,372,866,408,365,1021,596,393,666,392,229,667,370,251,673,380,251,673,400,242
32005000026,528,125,359,531,140,336,586,217,349,457,133,296,454,113,326,457,126,317,458,129,316
32031003014,57,32,21,59,35,22,77,54,21,39,22,16,40,21,17,41,21,17,41,22,17
32031002002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32031007533,183,87,65,188,90,82,226,125,92,131,87,37,133,73,43,133,80,45,133,79,45
32031007539,5,2,3,5,2,3,6,3,3,4,2,2,4,2,2,4,2,2,4,2,2
32031009120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32031009550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32031003031,491,251,179,497,244,195,580,338,212,352,208,115,353,180,136,353,195,130,356,206,126
32003002401,5,2,2,5,2,2,6,4,2,5,3,2,5,3,2,5,3,2,5,3,2
32003001665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003001922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003003716,559,209,319,566,209,316,671,275,389,512,201,276,515,195,295,518,215,277,517,213,289
32031006207,2,2,0,2,2,0,0,0,0,2,2,0,2,2,0,2,2,0,2,2,0
32031009121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32031006113,427,273,110,431,284,106,513,338,154,354,244,89,356,216,99,357,228,99,359,237,98
32031007425,782,242,478,791,221,472,1258,380,844,767,276,432,765,233,474,769,249,482,769,249,481
32031008204,107,21,83,108,24,74,130,42,87,98,20,76,98,19,76,100,22,77,100,19,80
32031007588,32,10,20,33,9,20,26,13,12,15,6,6,15,6,7,15,6,9,15,6,8
32031002032,677,346,267,686,356,260,889,515,349,567,315,212,567,305,223,573,316,223,572,325,221
32003001381,2,1,0,2,1,0,2,0,2,2,0,2,2,0,2,2,0,2,2,0,2
32003003796,137,94,29,154,109,36,156,104,49,89,52,27,91,55,30,88,47,31,88,53,30
32003007664,679,312,310,695,330,337,809,439,354,567,290,252,572,283,266,572,297,252,572,296,257
32003006656,823,366,396,843,397,403,1091,546,526,737,366,345,732,357,344,740,374,346,740,371,346
32003007714,690,364,246,708,388,261,819,482,325,530,315,186,533,304,200,538,326,182,535,327,186
32003004309,621,509,52,635,551,59,708,580,109,485,417,36,486,415,43,487,412,46,488,414,42
32003001038,355,140,198,358,152,199,425,189,231,317,131,171,317,122,181,319,136,174,318,130,177
32003001906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003007529,632,375,188,647,374,213,797,502,274,485,319,138,484,311,152,486,322,137,485,325,144
32003005513,1187,721,377,1196,745,384,1305,810,464,935,582,281,938,583,308,940,603,283,942,609,285
32003007387,631,363,190,645,373,226,763,432,299,540,326,180,539,310,197,545,332,171,546,335,175
32003001670,931,469,364,947,503,388,1260,657,576,745,394,301,745,387,313,747,393,306,747,408,299
32003002700,782,404,316,797,398,362,900,484,398,668,360,278,667,351,293,671,353,283,669,362,282
32003002973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003003710,198,77,109,198,79,107,240,98,136,173,61,102,171,54,114,173,61,102,174,59,104
32003007097,804,473,241,822,500,258,870,565,280,614,412,157,618,412,162,622,413,164,620,423,156
32003003822,40,12,25,40,14,24,44,11,32,31,10,15,31,10,19,31,10,18,31,11,19
32031002051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32031001051,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
32031001053,386,194,167,388,191,161,436,245,184,373,216,146,371,188,168,376,208,160,374,207,164
32031009541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003002930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003001634,684,458,166,703,480,184,890,627,242,521,379,123,522,367,132,526,382,123,528,390,114
32003004552,706,547,86,727,595,105,787,603,170,508,404,68,511,402,78,510,402,67,514,420,68
32003005326,769,337,395,783,335,409,888,403,464,659,294,327,657,290,338,661,302,335,661,294,347
32031003036,155,111,22,159,113,28,202,140,61,138,100,25,141,98,28,142,103,26,141,100,30
32031007517,288,153,116,288,146,118,321,177,139,231,126,80,231,105,98,232,121,94,232,120,94
32005000039,204,101,87,206,103,89,264,135,124,145,76,66,145,70,65,147,69,68,145,72,64
32031004039,1064,542,436,1072,550,429,1337,762,535,922,503,348,923,465,392,930,505,371,929,513,382
32031006318,110,41,63,112,44,60,189,100,82,134,58,71,134,51,74,135,61,71,135,61,71
32031004046,41,18,14,42,19,21,254,125,117,60,28,30,60,24,34,61,26,32,61,26,32
32031006521,309,133,164,313,131,154,349,168,172,278,119,145,278,106,156,279,110,159,278,114,153
32031001020,975,508,437,982,517,392,1070,612,434,914,507,380,908,450,411,918,487,410,920,497,406
32003006544,804,331,410,811,352,412,1056,526,515,687,320,324,684,306,346,695,334,337,693,328,341
32003003875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003003732,628,363,203,634,375,219,602,364,219,441,255,151,440,241,160,440,241,169,441,253,162
32003004583,788,566,144,804,596,171,1061,782,263,658,507,112,660,499,129,663,507,119,666,516,121
32003006493,910,395,442,927,436,436,1165,562,585,799,386,363,797,361,389,806,394,367,804,395,367
32003007665,774,343,382,791,357,360,886,466,403,705,347,320,705,321,343,707,369,315,708,355,325
32003001336,763,417,273,778,429,305,1072,622,439,647,374,241,648,360,251,651,383,237,648,371,249
32031008253,424,161,253,426,165,228,424,172,245,390,160,214,389,131,237,392,151,225,393,155,230
32031008271,671,252,389,673,259,382,856,355,479,627,255,342,626,222,372,634,246,366,634,248,368
32031009513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32031009553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32031009251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32031009540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32031008216,325,101,212,328,107,203,386,152,225,315,131,169,315,104,194,316,116,191,317,112,197
32031009309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003003915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003002720,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0
32003003741,414,151,229,417,148,243,452,157,279,338,135,189,338,131,183,339,135,189,338,139,187
32003002632,33,5,24,33,5,25,26,2,24,30,6,24,30,3,26,30,3,27,30,3,25
32003002489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003001379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003001960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003005503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32031004007,14,7,5,14,8,5,15,7,8,9,6,3,9,6,3,9,5,3,9,6,3
32031007507,225,89,115,226,86,119,239,95,139,191,84,91,191,67,106,192,75,105,192,76,106
32031007541,1020,335,587,1025,320,592,1210,437,731,812,300,442,816,265,487,822,277,475,821,297,465
32003005632,711,457,192,719,473,205,802,540,247,510,353,118,510,349,118,510,358,122,510,371,121
32003004069,71,52,14,78,61,13,70,44,25,40,32,7,40,31,7,41,31,8,41,34,6
32003001385,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
32003001753,148,42,99,150,39,108,216,71,143,155,51,98,154,48,103,156,57,95,155,55,96
32003006738,923,476,379,941,491,385,1782,1009,741,980,562,356,980,572,363,985,586,356,985,588,359
32003001613,669,381,220,685,388,249,832,476,340,550,318,196,549,315,203,557,324,206,555,331,195
32003004506,837,522,248,856,530,276,1029,664,344,719,455,225,721,453,235,730,458,227,729,464,228
32003006040,600,323,204,618,336,250,741,381,341,480,262,183,477,263,183,480,264,181,482,268,183
32003007622,475,219,207,487,222,236,565,285,266,399,208,168,399,194,179,400,207,162,397,208,173
32003006494,659,301,311,666,303,333,871,435,428,592,300,271,587,276,283,599,301,280,596,301,273
32003006730,900,504,316,915,519,335,1974,1166,761,995,595,329,995,587,358,1000,600,333,1000,616,337
32005000033,455,120,302,461,113,314,526,157,343,428,140,262,424,101,293,429,120,290,429,120,291
32031003032,566,258,269,574,254,272,668,348,291,538,273,239,540,242,257,542,263,248,544,268,244
32031007318,90,43,37,90,43,41,98,54,41,68,36,24,68,32,31,69,35,25,69,35,30
32031009552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32031008276,1,0,1,1,0,1,26,11,15,26,11,12,26,9,15,26,10,16,26,10,16
32031002074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003004454,2,1,0,2,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
32003004573,180,133,35,184,141,28,195,147,44,140,115,19,141,114,22,142,116,21,141,116,22
